sample_id,repo_slug,PrimaryCategory,Category,CategorySet,Project URL,SHA Detected,Module Path,Fully-Qualified Test Name (packageName.ClassName.methodName),test_class,test_simple_class,test_method,maven_test_selector,pipeline_status,pipeline_failure_class,remote_repo_dir,remote_module_dir,validated_module_path,validated_test_identifier,validated_maven_test_selector,validation_log_path,validation_elapsed_seconds,IsCompositeCategory,pipeline_updated_at,test_file_candidates_json,test_file_found,validation_command,validation_ok,validation_returncode,validation_stage,validation_timed_out
alibaba__fastjson2__cc6d01956f33,alibaba/fastjson2,ID,ID,"[""ID""]",https://github.com/alibaba/fastjson2,3de60a9769f2c95cbceef13b0158b1af934ab323,core,com.alibaba.fastjson2.issues_2600.Issue2672.test,com.alibaba.fastjson2.issues_2600.Issue2672,Issue2672,test,Issue2672#test,verified_feasible,,data/worktrees/idoft/alibaba__fastjson2__cc6d01956f33/repo,data/worktrees/idoft/alibaba__fastjson2__cc6d01956f33/repo/core,core,com.alibaba.fastjson2.issues_2600.Issue2672.test,Issue2672#test,runs/logs/build_smoke_pipeline/alibaba__fastjson2__cc6d01956f33.log,68.93,false,2026-05-26T17:54:24.408219+00:00,"[""data/worktrees/idoft/alibaba__fastjson2__cc6d01956f33/repo/core/src/test/java/com/alibaba/fastjson2/issues_2600/Issue2672.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=Issue2672#test test,True,0,build,False
alibaba__fastjson2__ccf668a72292,alibaba/fastjson2,ID,ID,"[""ID""]",https://github.com/alibaba/fastjson2,450d9fe5a39f9f911f06882a302a585b93a586fa,core,com.alibaba.fastjson2.issues_1000.Issue1401.test,com.alibaba.fastjson2.issues_1000.Issue1401,Issue1401,test,Issue1401#test,verified_feasible,,data/worktrees/idoft/alibaba__fastjson2__ccf668a72292/repo,data/worktrees/idoft/alibaba__fastjson2__ccf668a72292/repo/core,core,com.alibaba.fastjson2.issues_1000.Issue1401.test,Issue1401#test,runs/logs/build_smoke_pipeline/alibaba__fastjson2__ccf668a72292.log,70.1,false,2026-05-26T17:47:54.544638+00:00,"[""data/worktrees/idoft/alibaba__fastjson2__ccf668a72292/repo/core/src/test/java/com/alibaba/fastjson2/issues_1000/Issue1401.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=Issue1401#test test,True,0,build,False
alibaba__fastjson2__d007240de5ad,alibaba/fastjson2,ID,ID,"[""ID""]",https://github.com/alibaba/fastjson2,450d9fe5a39f9f911f06882a302a585b93a586fa,core,com.alibaba.fastjson2.dubbo.DubboTest4.test6,com.alibaba.fastjson2.dubbo.DubboTest4,DubboTest4,test6,DubboTest4#test6,verified_feasible,,data/worktrees/idoft/alibaba__fastjson2__d007240de5ad/repo,data/worktrees/idoft/alibaba__fastjson2__d007240de5ad/repo/core,core,com.alibaba.fastjson2.dubbo.DubboTest4.test6,DubboTest4#test6,runs/logs/build_smoke_pipeline/alibaba__fastjson2__d007240de5ad.log,64.91,false,2026-05-26T17:37:58.535709+00:00,"[""data/worktrees/idoft/alibaba__fastjson2__d007240de5ad/repo/core/src/test/java/com/alibaba/fastjson2/dubbo/DubboTest4.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=DubboTest4#test6 test,True,0,build,False
alibaba__fastjson2__d41b6b9ed95c,alibaba/fastjson2,ID,ID,"[""ID""]",https://github.com/alibaba/fastjson2,450d9fe5a39f9f911f06882a302a585b93a586fa,core,com.alibaba.fastjson2.v1issues.issue_4000.Issue4008.test_for_issue4008,com.alibaba.fastjson2.v1issues.issue_4000.Issue4008,Issue4008,test_for_issue4008,Issue4008#test_for_issue4008,verified_feasible,,data/worktrees/idoft/alibaba__fastjson2__d41b6b9ed95c/repo,data/worktrees/idoft/alibaba__fastjson2__d41b6b9ed95c/repo/core,core,com.alibaba.fastjson2.v1issues.issue_4000.Issue4008.test_for_issue4008,Issue4008#test_for_issue4008,runs/logs/build_smoke_pipeline/alibaba__fastjson2__d41b6b9ed95c.log,68.63,false,2026-05-26T18:08:19.842377+00:00,"[""data/worktrees/idoft/alibaba__fastjson2__d41b6b9ed95c/repo/core/src/test/java/com/alibaba/fastjson2/v1issues/issue_4000/Issue4008.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=Issue4008#test_for_issue4008 test,True,0,build,False
alibaba__fastjson2__f306ac6e15a9,alibaba/fastjson2,ID,ID,"[""ID""]",https://github.com/alibaba/fastjson2,450d9fe5a39f9f911f06882a302a585b93a586fa,core,com.alibaba.fastjson2.issues.Issue507.test1,com.alibaba.fastjson2.issues.Issue507,Issue507,test1,Issue507#test1,verified_feasible,,data/worktrees/idoft/alibaba__fastjson2__f306ac6e15a9/repo,data/worktrees/idoft/alibaba__fastjson2__f306ac6e15a9/repo/core,core,com.alibaba.fastjson2.issues.Issue507.test1,Issue507#test1,runs/logs/build_smoke_pipeline/alibaba__fastjson2__f306ac6e15a9.log,65.3,false,2026-05-26T17:44:04.025682+00:00,"[""data/worktrees/idoft/alibaba__fastjson2__f306ac6e15a9/repo/core/src/test/java/com/alibaba/fastjson2/issues/Issue507.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=Issue507#test1 test,True,0,build,False
alibaba__innodb-java-reader__02e30dd159ec,alibaba/innodb-java-reader,ID,ID,"[""ID""]",https://github.com/alibaba/innodb-java-reader,24a95d8005d480d460c3004fad89cfa295b9cbb4,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkAgeSalaryMysql56,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest,SimpleSkTableReaderTest,testQueryBySkAgeSalaryMysql56,SimpleSkTableReaderTest#testQueryBySkAgeSalaryMysql56,verified_feasible,,data/worktrees/idoft/alibaba__innodb-java-reader__02e30dd159ec/repo,data/worktrees/idoft/alibaba__innodb-java-reader__02e30dd159ec/repo/innodb-java-reader,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkAgeSalaryMysql56,SimpleSkTableReaderTest#testQueryBySkAgeSalaryMysql56,runs/logs/build_smoke_pipeline/alibaba__innodb-java-reader__02e30dd159ec.log,11.46,false,2026-05-26T18:15:55.347011+00:00,"[""data/worktrees/idoft/alibaba__innodb-java-reader__02e30dd159ec/repo/innodb-java-reader/src/test/java/com/alibaba/innodb/java/reader/sk/SimpleSkTableReaderTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=SimpleSkTableReaderTest#testQueryBySkAgeSalaryMysql56 test,True,0,build,False
alibaba__innodb-java-reader__03d317198c5c,alibaba/innodb-java-reader,ID,ID,"[""ID""]",https://github.com/alibaba/innodb-java-reader,24a95d8005d480d460c3004fad89cfa295b9cbb4,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkEmailProjectionMysql80,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest,SimpleSkTableReaderTest,testQueryBySkEmailProjectionMysql80,SimpleSkTableReaderTest#testQueryBySkEmailProjectionMysql80,verified_feasible,,data/worktrees/idoft/alibaba__innodb-java-reader__03d317198c5c/repo,data/worktrees/idoft/alibaba__innodb-java-reader__03d317198c5c/repo/innodb-java-reader,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkEmailProjectionMysql80,SimpleSkTableReaderTest#testQueryBySkEmailProjectionMysql80,runs/logs/build_smoke_pipeline/alibaba__innodb-java-reader__03d317198c5c.log,10.91,false,2026-05-26T18:18:45.965433+00:00,"[""data/worktrees/idoft/alibaba__innodb-java-reader__03d317198c5c/repo/innodb-java-reader/src/test/java/com/alibaba/innodb/java/reader/sk/SimpleSkTableReaderTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=SimpleSkTableReaderTest#testQueryBySkEmailProjectionMysql80 test,True,0,build,False
alibaba__innodb-java-reader__0914839bbbdf,alibaba/innodb-java-reader,ID,ID,"[""ID""]",https://github.com/alibaba/innodb-java-reader,24a95d8005d480d460c3004fad89cfa295b9cbb4,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkLevel80,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest,SimpleSkTableReaderTest,testQueryBySkLevel80,SimpleSkTableReaderTest#testQueryBySkLevel80,verified_feasible,,data/worktrees/idoft/alibaba__innodb-java-reader__0914839bbbdf/repo,data/worktrees/idoft/alibaba__innodb-java-reader__0914839bbbdf/repo/innodb-java-reader,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkLevel80,SimpleSkTableReaderTest#testQueryBySkLevel80,runs/logs/build_smoke_pipeline/alibaba__innodb-java-reader__0914839bbbdf.log,11.19,false,2026-05-26T18:20:20.629006+00:00,"[""data/worktrees/idoft/alibaba__innodb-java-reader__0914839bbbdf/repo/innodb-java-reader/src/test/java/com/alibaba/innodb/java/reader/sk/SimpleSkTableReaderTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=SimpleSkTableReaderTest#testQueryBySkLevel80 test,True,0,build,False
alibaba__innodb-java-reader__0cae83a5b9a0,alibaba/innodb-java-reader,ID,ID,"[""ID""]",https://github.com/alibaba/innodb-java-reader,24a95d8005d480d460c3004fad89cfa295b9cbb4,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkAgeProjectionMysql56,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest,SimpleSkTableReaderTest,testQueryBySkAgeProjectionMysql56,SimpleSkTableReaderTest#testQueryBySkAgeProjectionMysql56,verified_feasible,,data/worktrees/idoft/alibaba__innodb-java-reader__0cae83a5b9a0/repo,data/worktrees/idoft/alibaba__innodb-java-reader__0cae83a5b9a0/repo/innodb-java-reader,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkAgeProjectionMysql56,SimpleSkTableReaderTest#testQueryBySkAgeProjectionMysql56,runs/logs/build_smoke_pipeline/alibaba__innodb-java-reader__0cae83a5b9a0.log,11.21,false,2026-05-26T18:15:00.988151+00:00,"[""data/worktrees/idoft/alibaba__innodb-java-reader__0cae83a5b9a0/repo/innodb-java-reader/src/test/java/com/alibaba/innodb/java/reader/sk/SimpleSkTableReaderTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=SimpleSkTableReaderTest#testQueryBySkAgeProjectionMysql56 test,True,0,build,False
alibaba__innodb-java-reader__0cba12f39f8f,alibaba/innodb-java-reader,ID,ID,"[""ID""]",https://github.com/alibaba/innodb-java-reader,24a95d8005d480d460c3004fad89cfa295b9cbb4,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkPutOrdinal80,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest,SimpleSkTableReaderTest,testQueryBySkPutOrdinal80,SimpleSkTableReaderTest#testQueryBySkPutOrdinal80,verified_feasible,,data/worktrees/idoft/alibaba__innodb-java-reader__0cba12f39f8f/repo,data/worktrees/idoft/alibaba__innodb-java-reader__0cba12f39f8f/repo/innodb-java-reader,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkPutOrdinal80,SimpleSkTableReaderTest#testQueryBySkPutOrdinal80,runs/logs/build_smoke_pipeline/alibaba__innodb-java-reader__0cba12f39f8f.log,10.5,false,2026-05-26T18:22:04.118325+00:00,"[""data/worktrees/idoft/alibaba__innodb-java-reader__0cba12f39f8f/repo/innodb-java-reader/src/test/java/com/alibaba/innodb/java/reader/sk/SimpleSkTableReaderTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=SimpleSkTableReaderTest#testQueryBySkPutOrdinal80 test,True,0,build,False
alibaba__innodb-java-reader__0e69f416d7ed,alibaba/innodb-java-reader,ID,ID,"[""ID""]",https://github.com/alibaba/innodb-java-reader,24a95d8005d480d460c3004fad89cfa295b9cbb4,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkCityMysql80,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest,SimpleSkTableReaderTest,testQueryBySkCityMysql80,SimpleSkTableReaderTest#testQueryBySkCityMysql80,verified_feasible,,data/worktrees/idoft/alibaba__innodb-java-reader__0e69f416d7ed/repo,data/worktrees/idoft/alibaba__innodb-java-reader__0e69f416d7ed/repo/innodb-java-reader,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkCityMysql80,SimpleSkTableReaderTest#testQueryBySkCityMysql80,runs/logs/build_smoke_pipeline/alibaba__innodb-java-reader__0e69f416d7ed.log,10.9,false,2026-05-26T18:17:03.761833+00:00,"[""data/worktrees/idoft/alibaba__innodb-java-reader__0e69f416d7ed/repo/innodb-java-reader/src/test/java/com/alibaba/innodb/java/reader/sk/SimpleSkTableReaderTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=SimpleSkTableReaderTest#testQueryBySkCityMysql80 test,True,0,build,False
alibaba__innodb-java-reader__1068c405f8e3,alibaba/innodb-java-reader,ID,ID,"[""ID""]",https://github.com/alibaba/innodb-java-reader,24a95d8005d480d460c3004fad89cfa295b9cbb4,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkAgeProjectionMysql80,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest,SimpleSkTableReaderTest,testQueryBySkAgeProjectionMysql80,SimpleSkTableReaderTest#testQueryBySkAgeProjectionMysql80,verified_feasible,,data/worktrees/idoft/alibaba__innodb-java-reader__1068c405f8e3/repo,data/worktrees/idoft/alibaba__innodb-java-reader__1068c405f8e3/repo/innodb-java-reader,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkAgeProjectionMysql80,SimpleSkTableReaderTest#testQueryBySkAgeProjectionMysql80,runs/logs/build_smoke_pipeline/alibaba__innodb-java-reader__1068c405f8e3.log,12.09,false,2026-05-26T18:15:37.175840+00:00,"[""data/worktrees/idoft/alibaba__innodb-java-reader__1068c405f8e3/repo/innodb-java-reader/src/test/java/com/alibaba/innodb/java/reader/sk/SimpleSkTableReaderTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=SimpleSkTableReaderTest#testQueryBySkAgeProjectionMysql80 test,True,0,build,False
alibaba__innodb-java-reader__12a2015564d2,alibaba/innodb-java-reader,ID,ID,"[""ID""]",https://github.com/alibaba/innodb-java-reader,24a95d8005d480d460c3004fad89cfa295b9cbb4,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkJoinDateMysql80,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest,SimpleSkTableReaderTest,testQueryBySkJoinDateMysql80,SimpleSkTableReaderTest#testQueryBySkJoinDateMysql80,verified_feasible,,data/worktrees/idoft/alibaba__innodb-java-reader__12a2015564d2/repo,data/worktrees/idoft/alibaba__innodb-java-reader__12a2015564d2/repo/innodb-java-reader,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkJoinDateMysql80,SimpleSkTableReaderTest#testQueryBySkJoinDateMysql80,runs/logs/build_smoke_pipeline/alibaba__innodb-java-reader__12a2015564d2.log,24.51,false,2026-05-26T15:53:20.834307+00:00,"[""data/worktrees/idoft/alibaba__innodb-java-reader__12a2015564d2/repo/innodb-java-reader/src/test/java/com/alibaba/innodb/java/reader/sk/SimpleSkTableReaderTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=SimpleSkTableReaderTest#testQueryBySkJoinDateMysql80 test,True,0,build,False
alibaba__innodb-java-reader__136ce050f274,alibaba/innodb-java-reader,ID,ID,"[""ID""]",https://github.com/alibaba/innodb-java-reader,24a95d8005d480d460c3004fad89cfa295b9cbb4,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkNameMysql56,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest,SimpleSkTableReaderTest,testQueryBySkNameMysql56,SimpleSkTableReaderTest#testQueryBySkNameMysql56,verified_feasible,,data/worktrees/idoft/alibaba__innodb-java-reader__136ce050f274/repo,data/worktrees/idoft/alibaba__innodb-java-reader__136ce050f274/repo/innodb-java-reader,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkNameMysql56,SimpleSkTableReaderTest#testQueryBySkNameMysql56,runs/logs/build_smoke_pipeline/alibaba__innodb-java-reader__136ce050f274.log,11.49,false,2026-05-26T18:20:38.508393+00:00,"[""data/worktrees/idoft/alibaba__innodb-java-reader__136ce050f274/repo/innodb-java-reader/src/test/java/com/alibaba/innodb/java/reader/sk/SimpleSkTableReaderTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=SimpleSkTableReaderTest#testQueryBySkNameMysql56 test,True,0,build,False
alibaba__innodb-java-reader__1c7ae79fc2b2,alibaba/innodb-java-reader,ID,ID,"[""ID""]",https://github.com/alibaba/innodb-java-reader,24a95d8005d480d460c3004fad89cfa295b9cbb4,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkAgeDescMysql57,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest,SimpleSkTableReaderTest,testQueryBySkAgeDescMysql57,SimpleSkTableReaderTest#testQueryBySkAgeDescMysql57,verified_feasible,,data/worktrees/idoft/alibaba__innodb-java-reader__1c7ae79fc2b2/repo,data/worktrees/idoft/alibaba__innodb-java-reader__1c7ae79fc2b2/repo/innodb-java-reader,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkAgeDescMysql57,SimpleSkTableReaderTest#testQueryBySkAgeDescMysql57,runs/logs/build_smoke_pipeline/alibaba__innodb-java-reader__1c7ae79fc2b2.log,12.43,false,2026-05-26T18:12:31.508619+00:00,"[""data/worktrees/idoft/alibaba__innodb-java-reader__1c7ae79fc2b2/repo/innodb-java-reader/src/test/java/com/alibaba/innodb/java/reader/sk/SimpleSkTableReaderTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=SimpleSkTableReaderTest#testQueryBySkAgeDescMysql57 test,True,0,build,False
alibaba__innodb-java-reader__1eeced4b3b6b,alibaba/innodb-java-reader,ID,ID,"[""ID""]",https://github.com/alibaba/innodb-java-reader,24a95d8005d480d460c3004fad89cfa295b9cbb4,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkCityMysql57,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest,SimpleSkTableReaderTest,testQueryBySkCityMysql57,SimpleSkTableReaderTest#testQueryBySkCityMysql57,verified_feasible,,data/worktrees/idoft/alibaba__innodb-java-reader__1eeced4b3b6b/repo,data/worktrees/idoft/alibaba__innodb-java-reader__1eeced4b3b6b/repo/innodb-java-reader,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkCityMysql57,SimpleSkTableReaderTest#testQueryBySkCityMysql57,runs/logs/build_smoke_pipeline/alibaba__innodb-java-reader__1eeced4b3b6b.log,10.79,false,2026-05-26T18:16:46.659788+00:00,"[""data/worktrees/idoft/alibaba__innodb-java-reader__1eeced4b3b6b/repo/innodb-java-reader/src/test/java/com/alibaba/innodb/java/reader/sk/SimpleSkTableReaderTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=SimpleSkTableReaderTest#testQueryBySkCityMysql57 test,True,0,build,False
alibaba__innodb-java-reader__22b9f46fb304,alibaba/innodb-java-reader,ID,ID,"[""ID""]",https://github.com/alibaba/innodb-java-reader,24a95d8005d480d460c3004fad89cfa295b9cbb4,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkAgeMysql56,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest,SimpleSkTableReaderTest,testQueryBySkAgeMysql56,SimpleSkTableReaderTest#testQueryBySkAgeMysql56,verified_feasible,,data/worktrees/idoft/alibaba__innodb-java-reader__22b9f46fb304/repo,data/worktrees/idoft/alibaba__innodb-java-reader__22b9f46fb304/repo/innodb-java-reader,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkAgeMysql56,SimpleSkTableReaderTest#testQueryBySkAgeMysql56,runs/logs/build_smoke_pipeline/alibaba__innodb-java-reader__22b9f46fb304.log,11.61,false,2026-05-26T18:13:33.213180+00:00,"[""data/worktrees/idoft/alibaba__innodb-java-reader__22b9f46fb304/repo/innodb-java-reader/src/test/java/com/alibaba/innodb/java/reader/sk/SimpleSkTableReaderTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=SimpleSkTableReaderTest#testQueryBySkAgeMysql56 test,True,0,build,False
alibaba__innodb-java-reader__33882a07ab86,alibaba/innodb-java-reader,ID,ID,"[""ID""]",https://github.com/alibaba/innodb-java-reader,24a95d8005d480d460c3004fad89cfa295b9cbb4,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkAddressProjectionMysql80,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest,SimpleSkTableReaderTest,testQueryBySkAddressProjectionMysql80,SimpleSkTableReaderTest#testQueryBySkAddressProjectionMysql80,verified_feasible,,data/worktrees/idoft/alibaba__innodb-java-reader__33882a07ab86/repo,data/worktrees/idoft/alibaba__innodb-java-reader__33882a07ab86/repo/innodb-java-reader,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkAddressProjectionMysql80,SimpleSkTableReaderTest#testQueryBySkAddressProjectionMysql80,runs/logs/build_smoke_pipeline/alibaba__innodb-java-reader__33882a07ab86.log,11.42,false,2026-05-26T18:11:55.926412+00:00,"[""data/worktrees/idoft/alibaba__innodb-java-reader__33882a07ab86/repo/innodb-java-reader/src/test/java/com/alibaba/innodb/java/reader/sk/SimpleSkTableReaderTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=SimpleSkTableReaderTest#testQueryBySkAddressProjectionMysql80 test,True,0,build,False
alibaba__innodb-java-reader__3cca2820e49e,alibaba/innodb-java-reader,ID,ID,"[""ID""]",https://github.com/alibaba/innodb-java-reader,24a95d8005d480d460c3004fad89cfa295b9cbb4,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryAllIteratorMysql57,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest,SimpleSkTableReaderTest,testQueryAllIteratorMysql57,SimpleSkTableReaderTest#testQueryAllIteratorMysql57,verified_feasible,,data/worktrees/idoft/alibaba__innodb-java-reader__3cca2820e49e/repo,data/worktrees/idoft/alibaba__innodb-java-reader__3cca2820e49e/repo/innodb-java-reader,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryAllIteratorMysql57,SimpleSkTableReaderTest#testQueryAllIteratorMysql57,runs/logs/build_smoke_pipeline/alibaba__innodb-java-reader__3cca2820e49e.log,11.35,false,2026-05-26T18:10:11.057784+00:00,"[""data/worktrees/idoft/alibaba__innodb-java-reader__3cca2820e49e/repo/innodb-java-reader/src/test/java/com/alibaba/innodb/java/reader/sk/SimpleSkTableReaderTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=SimpleSkTableReaderTest#testQueryAllIteratorMysql57 test,True,0,build,False
alibaba__innodb-java-reader__48502d7247a9,alibaba/innodb-java-reader,ID,ID,"[""ID""]",https://github.com/alibaba/innodb-java-reader,24a95d8005d480d460c3004fad89cfa295b9cbb4,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkAddress56,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest,SimpleSkTableReaderTest,testQueryBySkAddress56,SimpleSkTableReaderTest#testQueryBySkAddress56,verified_feasible,,data/worktrees/idoft/alibaba__innodb-java-reader__48502d7247a9/repo,data/worktrees/idoft/alibaba__innodb-java-reader__48502d7247a9/repo/innodb-java-reader,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryBySkAddress56,SimpleSkTableReaderTest#testQueryBySkAddress56,runs/logs/build_smoke_pipeline/alibaba__innodb-java-reader__48502d7247a9.log,11.41,false,2026-05-26T18:10:45.878079+00:00,"[""data/worktrees/idoft/alibaba__innodb-java-reader__48502d7247a9/repo/innodb-java-reader/src/test/java/com/alibaba/innodb/java/reader/sk/SimpleSkTableReaderTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=SimpleSkTableReaderTest#testQueryBySkAddress56 test,True,0,build,False
